"","gene","symbol","Description","Entrez"
"1","AT5G07570","AT5G07570","glycine/proline-rich protein(AT5G07570)",830650
"2","AT4G15330","CYP705A1","cytochrome P450, family 705, subfamily A, polypeptide 1(CYP705A1)",827199
"3","ATCG00650","RPS18",NA,NA
"4","ATCG00070","PSBK",NA,NA
"5","ATCG00420","NDHJ",NA,NA
"6","ATCG00430","NDHK",NA,NA
"7","ATCG00520","YCF4",NA,NA
"8","ATCG00120","ATPA",NA,NA
"9","ATCG00130","ATPF",NA,NA
"10","ATCG01010","NDHF",NA,NA
"11","ATCG00500","ACCD",NA,NA
"12","ATCG01070","NDHE",NA,NA
"13","AT2G07080","AT2G07080","hypothetical protein(AT2G07080)",3767913
"14","ATCG00580","PSBE",NA,NA
"15","ATCG00300","PSBZ",NA,NA
"16","ATCG00270","PSBD",NA,NA
"17","ATCG00280","PSBC",NA,NA
"18","ATCG01040","CCSA",NA,NA
"19","ATCG01060","PSAC",NA,NA
"20","ATCG00840","rpl23-B",NA,NA
"21","ATCG01090","NDHI",NA,NA
"22","ATCG00440","NDHC",NA,NA
"23","ATCG00640","RPL33",NA,NA
"24","AT3G14517","AT3G14517","hypothetical protein(AT3G14517)",3768769
"25","ATCG00660","RPL20",NA,NA
"26","ATCG00770","RPS8",NA,NA
"27","ATCG00750","RPS11",NA,NA
"28","ATCG01080","NDHG",NA,NA
"29","ATCG01100","NDHA",NA,NA
"30","ATCG00180","RPOC1",NA,NA
"31","ATCG00140","ATPH",NA,NA
"32","ATCG00150","ATPI",NA,NA
"33","ATCG01050","NDHD",NA,NA
"34","ATCG00860","YCF2-A",NA,NA
"35","ATCG00800","RPS3",NA,NA
"36","ATCG00740","RPOA",NA,NA
"37","ATCG01110","NDHH",NA,NA
"38","ATCG01130","YCF1.2",NA,NA
"39","ATCG00040","MATK",NA,NA
"40","ATCG00780","RPL14",NA,NA
"41","AT5G47950","AT5G47950","HXXXD-type acyl-transferase family protein(AT5G47950)",834846
"42","AT5G62730","NPF4.7","Major facilitator superfamily protein(AT5G62730)",836394
"43","ATCG00330","RPS14",NA,NA
"44","ATCG00340","PSAB",NA,NA
"45","ATCG00350","PSAA",NA,NA
"46","ATCG00890","NDHB.1",NA,NA
"47","ATCG00720","PETB",NA,NA
"48","ATCG00730","PETD",NA,NA
"49","ATCG00905","rps12-B",NA,NA
"50","ATCG00470","ATPE",NA,NA
"51","ATCG00710","PSBH",NA,NA
"52","AT2G38320","TBL34","TRICHOME BIREFRINGENCE-LIKE 34(TBL34)",818412
"53","ATCG00680","PSBB",NA,NA
"54","AT1G12460","AT1G12460","Leucine-rich repeat protein kinase family protein(AT1G12460)",837803
"55","AT3G27950","AT3G27950","GDSL-like Lipase/Acylhydrolase superfamily protein(AT3G27950)",822419
"56","AT3G60490","ERF035","Integrase-type DNA-binding superfamily protein(AT3G60490)",825220
"57","AT1G45015","AT1G45015","MD-2-related lipid recognition domain-containing protein(AT1G45015)",841067
"58","AT1G02060","AT1G02060","Tetratricopeptide repeat (TPR)-like superfamily protein(AT1G02060)",839279
"59","AT3G28770","AT3G28770","transmembrane protein, putative (DUF1216)(AT3G28770)",822509
"60","AT4G15340","PEN1","pentacyclic triterpene synthase 1(PEN1)",827200
"61","ATCG00480","ATPB",NA,NA
"62","ATCG00530","CEMA",NA,NA
"63","AT5G41290","CRRSP58","Receptor-like protein kinase-related family protein(AT5G41290)",834130
"64","AT2G01023","AT2G01023","hypothetical protein(AT2G01023)",6241139
"65","AT2G33060","AtRLP27","receptor like protein 27(RLP27)",817868
"66","AT3G21351","AT3G21351","transmembrane protein(AT3G21351)",10723059
"67","AT1G05570","CALS1","callose synthase 1(CALS1)",837059
"68","AT1G08300","NVL","no vein-like protein(NVL)",837350
"69","AT5G17890","DAR4","DA1-related protein 4(DAR4)",831657
"70","AT4G29990","AT4G29990","Leucine-rich repeat transmembrane protein kinase protein(AT4G29990)",829122
"71","AT1G25053","AT1G25053","miscRNA(AT1G25053)",6240831
"72","AT4G36520","AT4G36520","Chaperone DnaJ-domain superfamily protein(AT4G36520)",829804
"73","AT1G55970","HAC04","histone acetyltransferase of the CBP family 4(HAC4)",842048
"74","AT5G22030","UBP8","ubiquitin-specific protease 8(UBP8)",832263
"75","AT1G13980","GN","sec7 domain-containing protein(GN)",837958
"76","AT1G17210","ATILP1","IAP-like protein 1(ILP1)",838292
"77","AT3G23590","MED33A","REF4-related 1(RFR1)",821938
"78","AT2G23590","MES8","methyl esterase 8(MES8)",816891
"79","AT4G27640","AT4G27640","ARM repeat superfamily protein(AT4G27640)",828875
"80","AT2G03140","AT2G03140","alpha/beta-Hydrolases superfamily protein(AT2G03140)",814843
"81","AT3G13277","AT3G13277","ncRNA(AT3G13277)",6240546
"82","AT4G34550","AT4G34550","F-box protein(AT4G34550)",829606
"83","AT5G06110","AT5G06110","DnaJ and myb-like DNA-binding domain-containing protein(AT5G06110)",830498
"84","AT1G03410","2A6","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein(2A6)",838763
"85","AT3G13760","AT3G13760","Cysteine/Histidine-rich C1 domain family protein(AT3G13760)",820585
"86","AT1G27360","SPL11","squamosa promoter-like 11(SPL11)",839625
"87","AT5G62100","BAG2","BCL-2-associated athanogene 2(BAG2)",836330
"88","AT5G51790","BHLH120","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT5G51790)",835253
"89","AT4G06598","AT4G06598","basic-leucine zipper (bZIP) transcription factor family protein(AT4G06598)",3770020
"90","AT4G07400","FBL8","VIER F-box protein 3(VFB3)",826171
"91","AT1G35625","AT1G35625","RING/U-box superfamily protein(AT1G35625)",840462
"92","AT3G46900","COPT2","copper transporter 2(COPT2)",823843
"93","ATCG00550","PSBJ",NA,NA
"94","AT1G11340","RKS1","G-type lectin S-receptor-like Serine/Threonine-kinase(AT1G11340)",837676
"95","AT3G02850","SKOR","STELAR K+ outward rectifier(SKOR)",821052
"96","AT1G28650","AT1G28650","GDSL-like Lipase/Acylhydrolase superfamily protein(AT1G28650)",839765
"97","ATCG00540","PETA",NA,NA
"98","AT1G16910","LSH8","LIGHT-DEPENDENT SHORT HYPOCOTYLS-like protein (DUF640)(LSH8)",838262
"99","AT4G03380","AT4G03380","hypothetical protein(AT4G03380)",827946
"100","AT5G58550","EOL2","ETO1-like 2(EOL2)",835968
"101","AT1G13300","HRS1","myb-like transcription factor family protein(HRS1)",837890
"102","AT4G12550","AIR1","Auxin-Induced in Root cultures 1(AIR1)",826868
"103","AT3G26610","AT3G26610","Pectin lyase-like superfamily protein(AT3G26610)",822270
"104","AT4G25410","BHLH126","basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT4G25410)",828644
"105","AT2G37440","AT2G37440","DNAse I-like superfamily protein(AT2G37440)",818321
"106","AT3G54070","AT3G54070","LOW protein: ankyrin repeat protein(AT3G54070)",824574
"107","AT4G18340","AT4G18340","Glycosyl hydrolase superfamily protein(AT4G18340)",827561
"108","AT1G33540","scpl18","serine carboxypeptidase-like 18(scpl18)",840248
"109","AT3G29110","TPS16","Terpenoid cyclases/Protein prenyltransferases superfamily protein(AT3G29110)",822559
"110","AT4G30990","AT4G30990","ARM repeat superfamily protein(AT4G30990)",829224
"111","ATCG00810","RPL22",NA,NA
"112","ATCG00820","RPS19",NA,NA
"113","AT1G73280","SCPL3","serine carboxypeptidase-like 3(scpl3)",843662
"114","AT3G62570","AT3G62570","Tetratricopeptide repeat (TPR)-like superfamily protein(AT3G62570)",825431
"115","AT5G01210","AT5G01210","HXXXD-type acyl-transferase family protein(AT5G01210)",831901
"116","ATCG00900","RPS7-A",NA,NA
"117","AT1G71460","PCMP-A3","Pentatricopeptide repeat (PPR-like) superfamily protein(AT1G71460)",843487
"118","AT1G26230","CPN60B4","TCP-1/cpn60 chaperonin family protein(Cpn60beta4)",839164
"119","AT1G18485","PCMP-H8","Pentatricopeptide repeat (PPR) superfamily protein(AT1G18485)",838429
"120","AT4G28760","AT4G28760","methyl-coenzyme M reductase II subunit gamma, putative (DUF3741)(TRM20)",828997
"121","AT1G59720","PCMP-H51","Tetratricopeptide repeat (TPR)-like superfamily protein(CRR28)",842263
"122","AT1G12020","AT1G12020","hypothetical protein(AT1G12020)",28717234
"123","AT2G37950","AT2G37950","RING/FYVE/PHD zinc finger superfamily protein(AT2G37950)",818372
"124","AT1G15510","PCMP-H73","Tetratricopeptide repeat (TPR)-like superfamily protein(ECB2)",838121
"125","AT4G32551","LUG","transcriptional corepressor LEUNIG(LUG)",829390
"126","AT5G44410","AT5G44410","FAD-binding Berberine family protein(AT5G44410)",834467
"127","AT3G19020","PEX1","Leucine-rich repeat (LRR) family protein(AT3G19020)",821435
